Index,date,regional_code,regional_name,organisation_code,organisation_name,diagnostic_id,diagnostic_test_name,total_waiting_list,number_waiting_6_plus_weeks,number_waiting_13_plus_weeks,percentage_waiting_6_plus_weeks,planned_tests_or_procedures,unscheduled_tests_or_procedures,waiting_list_tests_or_procedures_excluding_planned
12771,01/03/2025,Y63,North East and Yorkshire ,RR7,Gateshead Health NHS Foundation Trust,15,Gastroscopy,243,6,0,0.025,29,0,232
12776,01/03/2025,Y63,North East and Yorkshire ,RCD,Harrogate and District NHS Foundation Trust,15,Gastroscopy,297,63,12,0.212,48,1,267
12779,01/03/2025,Y63,North East and Yorkshire ,RWY,Calderdale and Huddersfield NHS Foundation Trust,15,Gastroscopy,671,2,0,0.003,54,66,585
12782,01/03/2025,Y63,North East and Yorkshire ,NVC29,Cobalt Hospital,15,Gastroscopy,131,13,1,0.099,0,0,210
12784,01/03/2025,Y63,North East and Yorkshire ,RFF,Barnsley Hospital NHS Foundation Trust,15,Gastroscopy,211,2,0,0.009,34,25,213
12850,01/03/2025,Y63,North East and Yorkshire ,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,15,Gastroscopy,665,95,10,0.143,10,23,288
12853,01/03/2025,Y63,North East and Yorkshire ,RWA,Hull University Teaching Hospitals NHS Trust,15,Gastroscopy,537,44,2,0.082,35,47,380
12872,01/03/2025,Y63,North East and Yorkshire ,RVW,North Tees and Hartlepool NHS Foundation Trust,15,Gastroscopy,228,2,0,0.009,13,37,318
12873,01/03/2025,Y63,North East and Yorkshire ,RTF,Northumbria Healthcare NHS Foundation Trust,15,Gastroscopy,370,6,1,0.016,84,22,467
12877,01/03/2025,Y63,North East and Yorkshire ,NT225,"Nuffield Health, Leeds Hospital",15,Gastroscopy,3,0,0,0,0,0,3
12879,01/03/2025,Y63,North East and Yorkshire ,RR8,Leeds Teaching Hospitals NHS Trust,15,Gastroscopy,488,115,71,0.236,61,30,262
12884,01/03/2025,Y63,North East and Yorkshire ,NT448,Huddersfield Private Hospital,15,Gastroscopy,6,2,0,0.333,0,0,9
12887,01/03/2025,Y63,North East and Yorkshire ,RNN,North Cumbria Integrated Care NHS Foundation Trust,15,Gastroscopy,380,69,5,0.182,334,13,66
12889,01/03/2025,Y63,North East and Yorkshire ,RXF,Mid Yorkshire Teaching NHS Trust,15,Gastroscopy,514,0,0,0,3,0,459
12893,01/03/2025,Y63,North East and Yorkshire ,NEQ,Phoenix Health Solutions Limited HQ,15,Gastroscopy,37,0,0,0,0,0,99
12894,01/03/2025,Y63,North East and Yorkshire ,RCU,Sheffield Children's NHS Foundation Trust,15,Gastroscopy,225,125,60,0.556,2,5,50
17042,01/03/2025,Y62,North West ,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,15,Gastroscopy,845,653,552,0.773,26,8,127
17265,01/03/2025,Y62,North West ,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,15,Gastroscopy,360,16,3,0.044,53,6,308
17475,01/03/2025,Y62,North West ,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",15,Gastroscopy,296,51,15,0.172,79,29,380
17505,01/03/2025,Y62,North West ,NVC12,Oaklands Hospital,15,Gastroscopy,54,2,0,0.037,0,0,40
17583,01/03/2025,Y62,North West ,RBV,The Christie NHS Foundation Trust,15,Gastroscopy,0,0,0,0,2,0,2
17593,01/03/2025,Y62,North West ,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,15,Gastroscopy,252,0,0,0,67,44,407
17610,01/03/2025,Y62,North West ,RBL,Wirral University Teaching Hospital NHS Foundation Trust,15,Gastroscopy,466,45,0,0.097,6,0,56
17772,01/03/2025,Y62,North West ,NVC16,Renacres Hospital,15,Gastroscopy,119,45,13,0.378,0,0,50
17797,01/03/2025,Y62,North West ,RM3,Northern Care Alliance NHS Foundation Trust,15,Gastroscopy,777,135,49,0.174,45,50,468
18147,01/03/2025,Y62,North West ,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,15,Gastroscopy,205,0,0,0,104,12,283
18148,01/03/2025,Y62,North West ,NT339,Spire Regency Hospital,15,Gastroscopy,13,0,0,0,0,0,12
18164,01/03/2025,Y62,North West ,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,15,Gastroscopy,242,34,4,0.14,75,1,331
18170,01/03/2025,Y62,North West ,R0A,Manchester University NHS Foundation Trust,15,Gastroscopy,929,367,281,0.395,185,164,1325
18171,01/03/2025,Y62,North West ,NT327,Spire Manchester Hospital,15,Gastroscopy,1,0,0,0,0,0,0
18175,01/03/2025,Y62,North West ,NN5,Manchester Surgical Services Ltd,15,Gastroscopy,19,0,0,0,0,0,0
18178,01/03/2025,Y62,North West ,NT324,Spire Cheshire Hospital,15,Gastroscopy,23,9,2,0.391,0,0,22
18180,01/03/2025,Y62,North West ,NT347,Spire Fylde Coast Hospital,15,Gastroscopy,7,1,0,0.143,0,0,3
18182,01/03/2025,Y62,North West ,NT337,Spire Liverpool Hospital,15,Gastroscopy,99,9,0,0.091,0,0,98
18183,01/03/2025,Y62,North West ,RWJ,Stockport NHS Foundation Trust,15,Gastroscopy,354,66,0,0.186,43,27,394
18185,01/03/2025,Y62,North West ,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,15,Gastroscopy,759,8,2,0.011,107,7,773
18190,01/03/2025,Y62,North West ,RBT,Mid Cheshire Hospitals NHS Foundation Trust,15,Gastroscopy,256,20,7,0.078,27,8,415
18304,01/03/2025,Y62,North West ,NVC05,Euxton Hall Hospital,15,Gastroscopy,116,65,3,0.56,0,0,38
19163,01/03/2025,Y62,North West ,RJR,Countess of Chester Hospital NHS Foundation Trust,15,Gastroscopy,510,159,3,0.312,0,31,345
19177,01/03/2025,Y62,North West ,RXR,East Lancashire Hospitals NHS Trust,15,Gastroscopy,723,35,10,0.048,0,0,867
19191,01/03/2025,Y62,North West ,NT420,Highfield Hospital,15,Gastroscopy,5,0,0,0,0,0,19
19228,01/03/2025,Y62,North West ,NVC07,Fulwood Hall Hospital,15,Gastroscopy,5,3,1,0.6,0,0,1
19233,01/03/2025,Y62,North West ,RBS,Alder Hey Children's NHS Foundation Trust,15,Gastroscopy,30,3,0,0.1,20,5,8
19247,01/03/2025,Y62,North West ,NT401,Alexandra Hospital,15,Gastroscopy,27,2,0,0.074,0,0,30
19314,01/03/2025,Y62,North West ,M9U8M,Endocare Diagnostics Ltd,15,Gastroscopy,82,0,0,0,0,0,72
19322,01/03/2025,Y62,North West ,NVG01,Fairfield Hospital,15,Gastroscopy,22,0,0,0,0,0,29
19349,01/03/2025,Y62,North West ,RJN,East Cheshire NHS Trust,15,Gastroscopy,198,14,0,0.071,41,0,176
19396,01/03/2025,Y62,North West ,NT403,Beardwood Hospital,15,Gastroscopy,13,3,0,0.231,0,0,9
19438,01/03/2025,Y62,North West ,A4M8P,Buckshaw Hospital,15,Gastroscopy,156,58,2,0.372,0,0,94
19491,01/03/2025,Y62,North West ,AAV,Community Health and Eyecare Limited,15,Gastroscopy,710,185,11,0.261,0,0,540
19492,01/03/2025,Y62,North West ,NRP,Beacon Medical Services Group Limited,15,Gastroscopy,79,0,0,0,48,0,219
19538,01/03/2025,Y62,North West ,RMC,Bolton NHS Foundation Trust,15,Gastroscopy,263,0,0,0,53,6,329
19541,01/03/2025,Y62,North West ,NT404,Beaumont Hospital,15,Gastroscopy,49,4,0,0.082,0,0,43
19552,01/03/2025,Y62,North West ,REM,Liverpool University Hospitals NHS Foundation Trust,15,Gastroscopy,656,37,0,0.056,537,78,481
23058,01/03/2025,Y59,South East ,NTP11,Practice Plus Group Hospital - Southampton,15,Gastroscopy,157,3,1,0.019,0,0,124
23064,01/03/2025,Y59,South East ,RWF,Maidstone and Tunbridge Wells NHS Trust,15,Gastroscopy,867,425,155,0.49,114,3,386
23065,01/03/2025,Y59,South East ,RYR,University Hospitals Sussex NHS Foundation Trust,15,Gastroscopy,1183,332,112,0.281,6,1,35
23074,01/03/2025,Y59,South East ,NTP16,Practice Plus Group Surgical Centre - Gillingham,15,Gastroscopy,119,1,0,0.008,0,0,94
23089,01/03/2025,Y59,South East ,RA2,Royal Surrey County Hospital NHS Foundation Trust,15,Gastroscopy,174,0,0,0,92,0,285
23093,01/03/2025,Y59,South East ,NT431,Runnymede Hospital,15,Gastroscopy,1,0,0,0,0,0,1
23105,01/03/2025,Y59,South East ,RTP,Surrey and Sussex Healthcare NHS Trust,15,Gastroscopy,568,87,3,0.153,31,11,516
23118,01/03/2025,Y59,South East ,RN5,Hampshire Hospitals NHS Foundation Trust,15,Gastroscopy,1240,680,357,0.548,82,0,504
23130,01/03/2025,Y59,South East ,RPA,Medway NHS Foundation Trust,15,Gastroscopy,379,174,105,0.459,38,2,305
23137,01/03/2025,Y59,South East ,NVC02,The Berkshire Independent Hospital,15,Gastroscopy,16,5,2,0.313,0,0,37
23139,01/03/2025,Y59,South East ,RHW,Royal Berkshire NHS Foundation Trust,15,Gastroscopy,366,29,10,0.079,13,0,142
23143,01/03/2025,Y59,South East ,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,15,Gastroscopy,125,3,0,0.024,12,0,164
23167,01/03/2025,Y59,South East ,RHM,University Hospital Southampton NHS Foundation Trust,15,Gastroscopy,221,39,19,0.176,82,18,300
23192,01/03/2025,Y59,South East ,NTPAD,Practice Plus Group Surgical Centre - St Marys Portsmouth,15,Gastroscopy,148,5,0,0.034,0,0,258
23207,01/03/2025,Y59,South East ,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,15,Gastroscopy,175,3,1,0.017,3,0,293
23212,01/03/2025,Y59,South East ,NVC01,Ashtead Hospital,15,Gastroscopy,14,3,2,0.214,0,0,20
23284,01/03/2025,Y59,South East ,NT418,Hampshire Clinic,15,Gastroscopy,2,0,0,0,0,0,3
23303,01/03/2025,Y59,South East ,NV1,Inhealth Limited,15,Gastroscopy,812,21,0,0.026,141,0,1141
23375,01/03/2025,Y59,South East ,R1F,Isle of Wight NHS Trust,15,Gastroscopy,389,171,49,0.44,0,0,175
23397,01/03/2025,Y59,South East ,NVM,Epsomedical Group,15,Gastroscopy,35,0,0,0,10,0,86
23399,01/03/2025,Y59,South East ,RVV,East Kent Hospitals University NHS Foundation Trust,15,Gastroscopy,431,33,3,0.077,0,0,609
23411,01/03/2025,Y59,South East ,RN7,Dartford and Gravesham NHS Trust,15,Gastroscopy,196,2,1,0.01,5,43,310
23413,01/03/2025,Y59,South East ,F9Z4V,Circle Reading Hospital,15,Gastroscopy,9,0,0,0,0,0,15
23415,01/03/2025,Y59,South East ,RXC,East Sussex Healthcare NHS Trust,15,Gastroscopy,339,1,0,0.003,64,14,399
23419,01/03/2025,Y59,South East ,NYR,Healthshare Diagnostics,15,Gastroscopy,91,0,0,0,0,0,253
23423,01/03/2025,Y59,South East ,NT417,Goring Hall Hospital,15,Gastroscopy,3,1,0,0.333,0,0,2
23426,01/03/2025,Y59,South East ,DN4,Berkshire West Community Endoscopy Service,15,Gastroscopy,129,0,0,0,14,0,102
23625,01/03/2025,Y59,South East ,RTH,Oxford University Hospitals NHS Foundation Trust,15,Gastroscopy,1228,799,490,0.651,18,77,469
23628,01/03/2025,Y59,South East ,NVC11,North Downs Hospital,15,Gastroscopy,7,4,1,0.571,0,0,5
23631,01/03/2025,Y59,South East ,NT344,Spire Dunedin Hospital,15,Gastroscopy,1,0,0,0,0,0,9
23652,01/03/2025,Y59,South East ,RXQ,Buckinghamshire Healthcare NHS Trust,15,Gastroscopy,548,190,21,0.347,11,1,253
23656,01/03/2025,Y59,South East ,RHU,Portsmouth Hospitals University National Health Service Trust,15,Gastroscopy,897,684,559,0.763,81,7,288
23657,01/03/2025,Y59,South East ,NT428,Princess Margaret Hospital,15,Gastroscopy,2,0,0,0,0,0,7
23659,01/03/2025,Y59,South East ,NWF01,Benenden Hospital,15,Gastroscopy,0,0,0,0,51,0,0
23761,01/03/2025,Y59,South East ,NT216,"Nuffield Health, Guildford Hospital",15,Gastroscopy,2,0,0,0,0,0,0
23771,01/03/2025,Y59,South East ,NT205,"Nuffield Health, Brighton Hospital",15,Gastroscopy,1,1,0,1,0,0,0
23798,01/03/2025,Y59,South East ,NT455,Mount Alvernia Hospital,15,Gastroscopy,7,0,0,0,0,0,2
24298,01/03/2025,Y59,South East ,RDU,Frimley Health NHS Foundation Trust,15,Gastroscopy,902,205,4,0.227,0,12,768
26957,01/03/2025,Y58,South West ,RD1,Royal United Hospitals Bath NHS Foundation Trust,15,Gastroscopy,317,114,64,0.36,47,3,344
26995,01/03/2025,Y58,South West ,RN3,Great Western Hospitals NHS Foundation Trust,15,Gastroscopy,308,59,9,0.192,38,30,355
27001,01/03/2025,Y58,South West ,RNZ,Salisbury NHS Foundation Trust,15,Gastroscopy,255,85,41,0.333,0,0,1
27052,01/03/2025,Y58,South West ,RH8,Royal Devon University Healthcare NHS Foundation Trust,15,Gastroscopy,785,289,62,0.368,16,27,631
27102,01/03/2025,Y58,South West ,NTPH2,Practice Plus Group Hospital - Emersons Green,15,Gastroscopy,288,34,0,0.118,0,0,250
27159,01/03/2025,Y58,South West ,NVC09,New Hall Hospital,15,Gastroscopy,18,4,1,0.222,0,0,12
27253,01/03/2025,Y58,South West ,NTPH1,Practice Plus Group Hospital - Shepton Mallet,15,Gastroscopy,130,9,0,0.069,0,0,52
27273,01/03/2025,Y58,South West ,G3Z1Q,Sulis Hospital Bath (Foxcote Avenue),15,Gastroscopy,21,0,0,0,0,0,0
27390,01/03/2025,Y58,South West ,NT430,Ridgeway Hospital,15,Gastroscopy,11,0,0,0,0,0,12
27438,01/03/2025,Y58,South West ,RH5,Somerset NHS Foundation Trust,15,Gastroscopy,703,175,15,0.249,65,52,463
27462,01/03/2025,Y58,South West ,NTPH3,Practice Plus Group Surgical Centre - Devizes,15,Gastroscopy,128,16,0,0.125,0,0,125
27586,01/03/2025,Y58,South West ,NVC04,Duchy Hospital,15,Gastroscopy,0,0,0,0,0,0,1
27697,01/03/2025,Y58,South West ,RBD,Dorset County Hospital NHS Foundation Trust,15,Gastroscopy,641,318,89,0.496,27,31,294
29297,01/03/2025,Y58,South West ,RA9,Torbay and South Devon NHS Foundation Trust,15,Gastroscopy,297,23,0,0.077,29,47,307
29302,01/03/2025,Y58,South West ,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,15,Gastroscopy,370,51,2,0.138,41,30,229
29318,01/03/2025,Y58,South West ,NVC22,Winfield Hospital,15,Gastroscopy,52,3,0,0.058,0,1,93
29452,01/03/2025,Y58,South West ,RVJ,North Bristol NHS Trust,15,Gastroscopy,423,13,0,0.031,26,23,354
29465,01/03/2025,Y58,South West ,REF,Royal Cornwall Hospitals NHS Trust,15,Gastroscopy,126,2,0,0.016,78,44,440
29493,01/03/2025,Y58,South West ,NVC08,Mount Stuart Hospital,15,Gastroscopy,26,6,1,0.231,0,0,17
29495,01/03/2025,Y58,South West ,NTPH5,Practice Plus Group Hospital - Plymouth,15,Gastroscopy,69,23,13,0.333,0,0,0
29508,01/03/2025,Y58,South West ,RTE,Gloucestershire Hospitals NHS Foundation Trust,15,Gastroscopy,474,67,20,0.141,152,38,724
29969,01/03/2025,Y58,South West ,R0D,University Hospitals Dorset NHS Foundation Trust,15,Gastroscopy,602,8,4,0.013,65,38,800
30025,01/03/2025,Y58,South West ,RK9,University Hospitals Plymouth NHS Trust,15,Gastroscopy,388,97,18,0.25,57,1,600
2016,01/04/2024,Y61,East of England ,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,1,Magnetic Resonance Imaging,5544,2798,1094,0.505,192,410,2293
2107,01/04/2024,Y61,East of England ,RQW,The Princess Alexandra Hospital NHS Trust,1,Magnetic Resonance Imaging,1417,14,0,0.01,112,2,1531
2174,01/04/2024,Y61,East of England ,NT204,"Nuffield Health, Brentwood Hospital",1,Magnetic Resonance Imaging,22,0,0,0,0,0,21
2184,01/04/2024,Y61,East of England ,NVC18,Springfield Hospital,1,Magnetic Resonance Imaging,5,3,0,0.6,0,0,135
2200,01/04/2024,Y61,East of England ,NT318,Spire Norwich Hospital,1,Magnetic Resonance Imaging,3,0,0,0,0,0,0
2212,01/04/2024,Y61,East of England ,NT313,Spire Wellesley Hospital,1,Magnetic Resonance Imaging,44,5,1,0.114,0,0,135
2235,01/04/2024,Y61,East of England ,NVC19,Rivers Hospital,1,Magnetic Resonance Imaging,3,0,0,0,79,0,20
2248,01/04/2024,Y61,East of England ,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1,Magnetic Resonance Imaging,934,176,6,0.188,50,214,867
2281,01/04/2024,Y61,East of England ,RGR,West Suffolk NHS Foundation Trust,1,Magnetic Resonance Imaging,1552,745,145,0.48,0,264,1088
2285,01/04/2024,Y61,East of England ,RAJ,Mid and South Essex NHS Foundation Trust,1,Magnetic Resonance Imaging,4015,607,109,0.151,56,2486,4156
2325,01/04/2024,Y61,East of England ,RGM,Royal Papworth Hospital NHS Foundation Trust,1,Magnetic Resonance Imaging,213,2,0,0.009,51,0,225
2351,01/04/2024,Y61,East of England ,NT209,"Nuffield Health, Cambridge Hospital",1,Magnetic Resonance Imaging,9,0,0,0,15,0,0
2435,01/04/2024,Y61,East of England ,RGN,North West Anglia NHS Foundation Trust,1,Magnetic Resonance Imaging,3019,1290,238,0.427,97,776,1912
2453,01/04/2024,Y61,East of England ,RGP,James Paget University Hospitals NHS Foundation Trust,1,Magnetic Resonance Imaging,1662,383,12,0.23,40,15,1404
2498,01/04/2024,Y61,East of England ,RD8,Milton Keynes University Hospital NHS Foundation Trust,1,Magnetic Resonance Imaging,552,51,27,0.092,60,646,70
2499,01/04/2024,Y61,East of England ,NT434,Saxon Clinic,1,Magnetic Resonance Imaging,3,0,0,0,0,0,35
2547,01/04/2024,Y61,East of England ,RWG,West Hertfordshire Teaching Hospitals NHS Trust,1,Magnetic Resonance Imaging,1552,55,0,0.035,0,56,1763
2564,01/04/2024,Y61,East of England ,NVC13,Oaks Hospital,1,Magnetic Resonance Imaging,20,2,0,0.1,0,0,13
2666,01/04/2024,Y61,East of England ,NT316,Spire Harpenden Hospital,1,Magnetic Resonance Imaging,6,0,0,0,0,0,93
2740,01/04/2024,Y61,East of England ,NVC15,Pinehill Hospital,1,Magnetic Resonance Imaging,0,0,0,0,0,0,10
2776,01/04/2024,Y61,East of England ,NT315,Spire Bushey Hospital,1,Magnetic Resonance Imaging,8,0,0,0,0,0,63
2836,01/04/2024,Y61,East of England ,NVC06,Fitzwilliam Hospital,1,Magnetic Resonance Imaging,7,0,0,0,19,0,308
2954,01/04/2024,Y61,East of England ,RC9,Bedfordshire Hospitals NHS Foundation Trust,1,Magnetic Resonance Imaging,1919,272,65,0.142,61,607,3426
2980,01/04/2024,Y61,East of England ,NT933,Alliance Medical MRI Service - Essex,1,Magnetic Resonance Imaging,0,0,0,0,0,0,455
2987,01/04/2024,Y61,East of England ,NT317,Spire Cambridge Lea Hospital,1,Magnetic Resonance Imaging,8,1,0,0.125,0,0,13
3175,01/04/2024,Y61,East of England ,RWH,East and North Hertfordshire NHS Trust,1,Magnetic Resonance Imaging,4490,2921,1632,0.651,0,320,1594
3191,01/04/2024,Y61,East of England ,RDE,East Suffolk and North Essex NHS Foundation Trust,1,Magnetic Resonance Imaging,2122,159,7,0.075,141,165,4331
3223,01/04/2024,Y61,East of England ,RGT,Cambridge University Hospitals NHS Foundation Trust,1,Magnetic Resonance Imaging,2399,423,29,0.176,818,442,2269
3247,01/04/2024,Y61,East of England ,NT319,Spire Hartswood Hospital,1,Magnetic Resonance Imaging,1,0,0,0,0,0,53
5275,01/04/2024,Y56,London ,RJZ,King's College Hospital NHS Foundation Trust,1,Magnetic Resonance Imaging,2881,774,202,0.269,57,538,4264
5319,01/04/2024,Y56,London ,NT416,Hendon Hospital,1,Magnetic Resonance Imaging,3,1,0,0.333,0,0,31
5320,01/04/2024,Y56,London ,RQX,Homerton Healthcare NHS Foundation Trust,1,Magnetic Resonance Imaging,2249,320,2,0.142,18,254,1636
5336,01/04/2024,Y56,London ,RJ2,Lewisham and Greenwich NHS Trust,1,Magnetic Resonance Imaging,2350,41,1,0.017,62,711,1650
5341,01/04/2024,Y56,London ,NT422,London Independent Hospital,1,Magnetic Resonance Imaging,80,4,0,0.05,0,0,287
5357,01/04/2024,Y56,London ,RJ1,Guy's and St Thomas' NHS Foundation Trust,1,Magnetic Resonance Imaging,10123,5459,2514,0.539,969,429,4423
5378,01/04/2024,Y56,London ,RYJ,Imperial College Healthcare NHS Trust,1,Magnetic Resonance Imaging,3902,467,63,0.12,1579,1184,4519
5407,01/04/2024,Y56,London ,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,1,Magnetic Resonance Imaging,654,149,16,0.228,574,0,391
5409,01/04/2024,Y56,London ,R1K,London North West University Healthcare NHS Trust,1,Magnetic Resonance Imaging,3022,276,60,0.091,124,151,3435
5412,01/04/2024,Y56,London ,NT451,Cavell Hospital,1,Magnetic Resonance Imaging,5,0,0,0,0,0,24
5418,01/04/2024,Y56,London ,NT421,Kings Oak Hospital,1,Magnetic Resonance Imaging,1,0,0,0,0,0,26
5420,01/04/2024,Y56,London ,RAX,Kingston Hospital NHS Foundation Trust,1,Magnetic Resonance Imaging,1244,8,0,0.006,285,980,968
5425,01/04/2024,Y56,London ,RAS,The Hillingdon Hospitals NHS Foundation Trust,1,Magnetic Resonance Imaging,1120,4,1,0.004,0,197,1072
6153,01/04/2024,Y56,London ,NT437,Sloane Hospital,1,Magnetic Resonance Imaging,15,0,0,0,0,0,135
6154,01/04/2024,Y56,London ,NT314,Spire London East,1,Magnetic Resonance Imaging,12,1,1,0.083,0,0,121
6158,01/04/2024,Y56,London ,RRV,University College London Hospitals NHS Foundation Trust,1,Magnetic Resonance Imaging,4270,386,28,0.09,1617,633,4434
6160,01/04/2024,Y56,London ,NT411,Clementine Churchill Hospital,1,Magnetic Resonance Imaging,18,0,0,0,0,0,116
6170,01/04/2024,Y56,London ,NT409,Chelsfield Park Hospital,1,Magnetic Resonance Imaging,14,0,0,0,0,0,64
6176,01/04/2024,Y56,London ,R1H,Barts Health NHS Trust,1,Magnetic Resonance Imaging,5729,1223,138,0.213,629,1836,3166
6179,01/04/2024,Y56,London ,NT406,Blackheath Hospital,1,Magnetic Resonance Imaging,31,0,0,0,0,0,88
6180,01/04/2024,Y56,London ,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,1,Magnetic Resonance Imaging,3808,1827,464,0.48,168,173,1802
6186,01/04/2024,Y56,London ,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",1,Magnetic Resonance Imaging,4162,400,50,0.096,99,746,3339
6188,01/04/2024,Y56,London ,NT405,Bishops Wood Hospital,1,Magnetic Resonance Imaging,21,0,0,0,0,0,78
6243,01/04/2024,Y56,London ,NT3X3,Spire St Anthony's Hospital,1,Magnetic Resonance Imaging,15,4,2,0.267,0,0,40
6253,01/04/2024,Y56,London ,RKE,Whittington Health NHS Trust,1,Magnetic Resonance Imaging,955,2,0,0.002,933,635,445
6257,01/04/2024,Y56,London ,RAN,Royal National Orthopaedic Hospital NHS Trust,1,Magnetic Resonance Imaging,1223,28,0,0.023,115,0,1130
6258,01/04/2024,Y56,London ,NT436,Shirley Oaks Hospital,1,Magnetic Resonance Imaging,31,1,0,0.032,0,0,82
6265,01/04/2024,Y56,London ,RPY,The Royal Marsden NHS Foundation Trust,1,Magnetic Resonance Imaging,166,2,1,0.012,946,101,497
6279,01/04/2024,Y56,London ,RJ7,St George's University Hospitals NHS Foundation Trust,1,Magnetic Resonance Imaging,1907,9,0,0.005,281,623,2493
6290,01/04/2024,Y56,London ,RP6,Moorfields Eye Hospital NHS Foundation Trust,1,Magnetic Resonance Imaging,118,0,0,0,0,0,386
6294,01/04/2024,Y56,London ,RJ6,Croydon Health Services NHS Trust,1,Magnetic Resonance Imaging,2202,98,0,0.045,80,298,2006
6299,01/04/2024,Y56,London ,RVR,Epsom and St Helier University Hospitals NHS Trust,1,Magnetic Resonance Imaging,574,1,0,0.002,127,199,1713
6318,01/04/2024,Y56,London ,RAL,Royal Free London NHS Foundation Trust,1,Magnetic Resonance Imaging,3525,227,0,0.064,818,515,2915
6327,01/04/2024,Y56,London ,RAP,North Middlesex University Hospital NHS Trust,1,Magnetic Resonance Imaging,1104,155,0,0.14,132,165,922
10170,01/04/2024,Y60,Midlands ,RNS,Northampton General Hospital NHS Trust,1,Magnetic Resonance Imaging,1535,28,4,0.018,0,283,1997
10181,01/04/2024,Y60,Midlands ,RWD,United Lincolnshire Hospitals NHS Trust,1,Magnetic Resonance Imaging,4528,1624,298,0.359,120,7,4058
10202,01/04/2024,Y60,Midlands ,RXK,Sandwell and West Birmingham Hospitals NHS Trust,1,Magnetic Resonance Imaging,1983,225,59,0.113,0,519,3015
10221,01/04/2024,Y60,Midlands ,NT322,Spire Leicester Hospital,1,Magnetic Resonance Imaging,2,0,0,0,0,0,29
10225,01/04/2024,Y60,Midlands ,RJC,South Warwickshire University NHS Foundation Trust,1,Magnetic Resonance Imaging,1508,14,5,0.009,0,25,1581
10231,01/04/2024,Y60,Midlands ,NT321,Spire Little Aston Hospital,1,Magnetic Resonance Imaging,19,0,0,0,0,0,85
10264,01/04/2024,Y60,Midlands ,RQ3,Birmingham Women's and Children's NHS Foundation Trust,1,Magnetic Resonance Imaging,645,214,59,0.332,223,10,307
